Liga: Ligue_1   ; MinCof: 1.65; DiffDraw: 0.35; DiffWin: 0.5; BetsNumber: 226; BetsWin:125; BetsDraw: 139; CorrectResults: 96; CorrectDraws: 54; CorrectWins: 42; SUM: 47.18
Liga: Ligue_1   ; MinCof: 1.7; DiffDraw: 0.375; DiffWin: 0.55; BetsNumber: 223; BetsWin:110; BetsDraw: 147; CorrectResults: 95; CorrectDraws: 57; CorrectWins: 38; SUM: 50.77
Liga: Ligue_1   ; MinCof: 1.7; DiffDraw: 0.4; DiffWin: 0.55; BetsNumber: 232; BetsWin:110; BetsDraw: 156; CorrectResults: 96; CorrectDraws: 58; CorrectWins: 38; SUM: 46.23
Liga: Ligue_1   ; MinCof: 1.7; DiffDraw: 0.425; DiffWin: 0.55; BetsNumber: 240; BetsWin:110; BetsDraw: 164; CorrectResults: 98; CorrectDraws: 60; CorrectWins: 38; SUM: 49.55
Liga: Ligue_1   ; MinCof: 1.7; DiffDraw: 0.45; DiffWin: 0.55; BetsNumber: 245; BetsWin:110; BetsDraw: 169; CorrectResults: 99; CorrectDraws: 61; CorrectWins: 38; SUM: 47.86
Liga: Ligue_1   ; MinCof: 1.7; DiffDraw: 0.35; DiffWin: 0.6; BetsNumber: 202; BetsWin:94; BetsDraw: 139; CorrectResults: 89; CorrectDraws: 54; CorrectWins: 35; SUM: 55.74
Liga: Ligue_1   ; MinCof: 1.7; DiffDraw: 0.375; DiffWin: 0.6; BetsNumber: 210; BetsWin:94; BetsDraw: 147; CorrectResults: 92; CorrectDraws: 57; CorrectWins: 35; SUM: 57.4
Liga: Ligue_1   ; MinCof: 1.7; DiffDraw: 0.4; DiffWin: 0.6; BetsNumber: 219; BetsWin:94; BetsDraw: 156; CorrectResults: 93; CorrectDraws: 58; CorrectWins: 35; SUM: 52.86
Liga: Ligue_1   ; MinCof: 1.7; DiffDraw: 0.425; DiffWin: 0.6; BetsNumber: 227; BetsWin:94; BetsDraw: 164; CorrectResults: 95; CorrectDraws: 60; CorrectWins: 35; SUM: 56.18
Liga: Ligue_1   ; MinCof: 1.7; DiffDraw: 0.45; DiffWin: 0.6; BetsNumber: 232; BetsWin:94; BetsDraw: 169; CorrectResults: 96; CorrectDraws: 61; CorrectWins: 35; SUM: 54.49
Liga: Ligue_1   ; MinCof: 1.7; DiffDraw: 0.35; DiffWin: 0.65; BetsNumber: 194; BetsWin:83; BetsDraw: 139; CorrectResults: 83; CorrectDraws: 54; CorrectWins: 29; SUM: 49.1
Liga: Ligue_1   ; MinCof: 1.7; DiffDraw: 0.375; DiffWin: 0.65; BetsNumber: 202; BetsWin:83; BetsDraw: 147; CorrectResults: 86; CorrectDraws: 57; CorrectWins: 29; SUM: 50.76
Liga: Ligue_1   ; MinCof: 1.7; DiffDraw: 0.4; DiffWin: 0.65; BetsNumber: 211; BetsWin:83; BetsDraw: 156; CorrectResults: 87; CorrectDraws: 58; CorrectWins: 29; SUM: 46.22
Liga: Ligue_1   ; MinCof: 1.7; DiffDraw: 0.425; DiffWin: 0.65; BetsNumber: 219; BetsWin:83; BetsDraw: 164; CorrectResults: 89; CorrectDraws: 60; CorrectWins: 29; SUM: 49.54
Liga: Ligue_1   ; MinCof: 1.7; DiffDraw: 0.45; DiffWin: 0.65; BetsNumber: 224; BetsWin:83; BetsDraw: 169; CorrectResults: 90; CorrectDraws: 61; CorrectWins: 29; SUM: 47.85
Liga: Ligue_1   ; MinCof: 1.7; DiffDraw: 0.35; DiffWin: 0.7; BetsNumber: 181; BetsWin:63; BetsDraw: 139; CorrectResults: 76; CorrectDraws: 54; CorrectWins: 22; SUM: 45.75
Liga: Ligue_1   ; MinCof: 1.7; DiffDraw: 0.375; DiffWin: 0.7; BetsNumber: 189; BetsWin:63; BetsDraw: 147; CorrectResults: 79; CorrectDraws: 57; CorrectWins: 22; SUM: 47.41
Liga: Ligue_1   ; MinCof: 1.7; DiffDraw: 0.4; DiffWin: 0.7; BetsNumber: 198; BetsWin:63; BetsDraw: 156; CorrectResults: 80; CorrectDraws: 58; CorrectWins: 22; SUM: 42.87
Liga: Ligue_1   ; MinCof: 1.7; DiffDraw: 0.425; DiffWin: 0.7; BetsNumber: 206; BetsWin:63; BetsDraw: 164; CorrectResults: 82; CorrectDraws: 60; CorrectWins: 22; SUM: 46.19
Liga: Ligue_1   ; MinCof: 1.7; DiffDraw: 0.45; DiffWin: 0.7; BetsNumber: 211; BetsWin:63; BetsDraw: 169; CorrectResults: 83; CorrectDraws: 61; CorrectWins: 22; SUM: 44.5
Liga: Ligue_1   ; MinCof: 1.7; DiffDraw: 0.35; DiffWin: 0.75; BetsNumber: 175; BetsWin:53; BetsDraw: 139; CorrectResults: 72; CorrectDraws: 54; CorrectWins: 18; SUM: 42.85
Liga: Ligue_1   ; MinCof: 1.7; DiffDraw: 0.375; DiffWin: 0.75; BetsNumber: 183; BetsWin:53; BetsDraw: 147; CorrectResults: 75; CorrectDraws: 57; CorrectWins: 18; SUM: 44.51
Liga: Ligue_1   ; MinCof: 1.7; DiffDraw: 0.4; DiffWin: 0.75; BetsNumber: 192; BetsWin:53; BetsDraw: 156; CorrectResults: 76; CorrectDraws: 58; CorrectWins: 18; SUM: 39.97
Liga: Ligue_1   ; MinCof: 1.7; DiffDraw: 0.425; DiffWin: 0.75; BetsNumber: 200; BetsWin:53; BetsDraw: 164; CorrectResults: 78; CorrectDraws: 60; CorrectWins: 18; SUM: 43.29
Liga: Ligue_1   ; MinCof: 1.7; DiffDraw: 0.45; DiffWin: 0.75; BetsNumber: 205; BetsWin:53; BetsDraw: 169; CorrectResults: 79; CorrectDraws: 61; CorrectWins: 18; SUM: 41.6
Liga: Ligue_1   ; MinCof: 1.7; DiffDraw: 0.35; DiffWin: 0.8; BetsNumber: 172; BetsWin:50; BetsDraw: 139; CorrectResults: 72; CorrectDraws: 54; CorrectWins: 18; SUM: 45.85
Liga: Ligue_1   ; MinCof: 1.7; DiffDraw: 0.375; DiffWin: 0.8; BetsNumber: 180; BetsWin:50; BetsDraw: 147; CorrectResults: 75; CorrectDraws: 57; CorrectWins: 18; SUM: 47.51
Liga: Ligue_1   ; MinCof: 1.7; DiffDraw: 0.4; DiffWin: 0.8; BetsNumber: 189; BetsWin:50; BetsDraw: 156; CorrectResults: 76; CorrectDraws: 58; CorrectWins: 18; SUM: 42.97
Liga: Ligue_1   ; MinCof: 1.7; DiffDraw: 0.425; DiffWin: 0.8; BetsNumber: 197; BetsWin:50; BetsDraw: 164; CorrectResults: 78; CorrectDraws: 60; CorrectWins: 18; SUM: 46.29
Liga: Ligue_1   ; MinCof: 1.7; DiffDraw: 0.45; DiffWin: 0.8; BetsNumber: 202; BetsWin:50; BetsDraw: 169; CorrectResults: 79; CorrectDraws: 61; CorrectWins: 18; SUM: 44.6
Liga: Ligue_1   ; MinCof: 1.7; DiffDraw: 0.35; DiffWin: 0.85; BetsNumber: 167; BetsWin:42; BetsDraw: 139; CorrectResults: 69; CorrectDraws: 54; CorrectWins: 15; SUM: 44.51
Liga: Ligue_1   ; MinCof: 1.7; DiffDraw: 0.375; DiffWin: 0.85; BetsNumber: 175; BetsWin:42; BetsDraw: 147; CorrectResults: 72; CorrectDraws: 57; CorrectWins: 15; SUM: 46.17
Liga: Ligue_1   ; MinCof: 1.7; DiffDraw: 0.4; DiffWin: 0.85; BetsNumber: 184; BetsWin:42; BetsDraw: 156; CorrectResults: 73; CorrectDraws: 58; CorrectWins: 15; SUM: 41.63
Liga: Ligue_1   ; MinCof: 1.7; DiffDraw: 0.425; DiffWin: 0.85; BetsNumber: 192; BetsWin:42; BetsDraw: 164; CorrectResults: 75; CorrectDraws: 60; CorrectWins: 15; SUM: 44.95
Liga: Ligue_1   ; MinCof: 1.7; DiffDraw: 0.45; DiffWin: 0.85; BetsNumber: 197; BetsWin:42; BetsDraw: 169; CorrectResults: 76; CorrectDraws: 61; CorrectWins: 15; SUM: 43.26
Liga: Ligue_1   ; MinCof: 1.7; DiffDraw: 0.35; DiffWin: 0.9; BetsNumber: 163; BetsWin:35; BetsDraw: 139; CorrectResults: 66; CorrectDraws: 54; CorrectWins: 12; SUM: 42.34
Liga: Ligue_1   ; MinCof: 1.7; DiffDraw: 0.375; DiffWin: 0.9; BetsNumber: 171; BetsWin:35; BetsDraw: 147; CorrectResults: 69; CorrectDraws: 57; CorrectWins: 12; SUM: 44
Liga: Ligue_1   ; MinCof: 1.7; DiffDraw: 0.4; DiffWin: 0.9; BetsNumber: 180; BetsWin:35; BetsDraw: 156; CorrectResults: 70; CorrectDraws: 58; CorrectWins: 12; SUM: 39.46
Liga: Ligue_1   ; MinCof: 1.7; DiffDraw: 0.425; DiffWin: 0.9; BetsNumber: 188; BetsWin:35; BetsDraw: 164; CorrectResults: 72; CorrectDraws: 60; CorrectWins: 12; SUM: 42.78
Liga: Ligue_1   ; MinCof: 1.7; DiffDraw: 0.45; DiffWin: 0.9; BetsNumber: 193; BetsWin:35; BetsDraw: 169; CorrectResults: 73; CorrectDraws: 61; CorrectWins: 12; SUM: 41.09
Liga: Ligue_1   ; MinCof: 1.7; DiffDraw: 0.35; DiffWin: 0.95; BetsNumber: 157; BetsWin:27; BetsDraw: 139; CorrectResults: 63; CorrectDraws: 54; CorrectWins: 9; SUM: 42.1
Liga: Ligue_1   ; MinCof: 1.7; DiffDraw: 0.375; DiffWin: 0.95; BetsNumber: 165; BetsWin:27; BetsDraw: 147; CorrectResults: 66; CorrectDraws: 57; CorrectWins: 9; SUM: 43.76
Liga: Ligue_1   ; MinCof: 1.7; DiffDraw: 0.4; DiffWin: 0.95; BetsNumber: 174; BetsWin:27; BetsDraw: 156; CorrectResults: 67; CorrectDraws: 58; CorrectWins: 9; SUM: 39.22
Liga: Ligue_1   ; MinCof: 1.7; DiffDraw: 0.425; DiffWin: 0.95; BetsNumber: 182; BetsWin:27; BetsDraw: 164; CorrectResults: 69; CorrectDraws: 60; CorrectWins: 9; SUM: 42.54
Liga: Ligue_1   ; MinCof: 1.7; DiffDraw: 0.45; DiffWin: 0.95; BetsNumber: 187; BetsWin:27; BetsDraw: 169; CorrectResults: 70; CorrectDraws: 61; CorrectWins: 9; SUM: 40.85
Liga: Ligue_1   ; MinCof: 1.7; DiffDraw: 0.35; DiffWin: 1; BetsNumber: 152; BetsWin:19; BetsDraw: 139; CorrectResults: 60; CorrectDraws: 54; CorrectWins: 6; SUM: 38.64
Liga: Ligue_1   ; MinCof: 1.7; DiffDraw: 0.375; DiffWin: 1; BetsNumber: 160; BetsWin:19; BetsDraw: 147; CorrectResults: 63; CorrectDraws: 57; CorrectWins: 6; SUM: 40.3
Liga: Ligue_1   ; MinCof: 1.7; DiffDraw: 0.4; DiffWin: 1; BetsNumber: 169; BetsWin:19; BetsDraw: 156; CorrectResults: 64; CorrectDraws: 58; CorrectWins: 6; SUM: 35.76
Liga: Ligue_1   ; MinCof: 1.7; DiffDraw: 0.425; DiffWin: 1; BetsNumber: 177; BetsWin:19; BetsDraw: 164; CorrectResults: 66; CorrectDraws: 60; CorrectWins: 6; SUM: 39.08
Liga: Ligue_1   ; MinCof: 1.7; DiffDraw: 0.45; DiffWin: 1; BetsNumber: 182; BetsWin:19; BetsDraw: 169; CorrectResults: 67; CorrectDraws: 61; CorrectWins: 6; SUM: 37.39
Liga: Ligue_1   ; MinCof: 1.7; DiffDraw: 0.35; DiffWin: 1.05; BetsNumber: 150; BetsWin:16; BetsDraw: 139; CorrectResults: 59; CorrectDraws: 54; CorrectWins: 5; SUM: 38.78
Liga: Ligue_1   ; MinCof: 1.7; DiffDraw: 0.375; DiffWin: 1.05; BetsNumber: 158; BetsWin:16; BetsDraw: 147; CorrectResults: 62; CorrectDraws: 57; CorrectWins: 5; SUM: 40.44
Liga: Ligue_1   ; MinCof: 1.7; DiffDraw: 0.4; DiffWin: 1.05; BetsNumber: 167; BetsWin:16; BetsDraw: 156; CorrectResults: 63; CorrectDraws: 58; CorrectWins: 5; SUM: 35.9
Liga: Ligue_1   ; MinCof: 1.7; DiffDraw: 0.425; DiffWin: 1.05; BetsNumber: 175; BetsWin:16; BetsDraw: 164; CorrectResults: 65; CorrectDraws: 60; CorrectWins: 5; SUM: 39.22
Liga: Ligue_1   ; MinCof: 1.7; DiffDraw: 0.45; DiffWin: 1.05; BetsNumber: 180; BetsWin:16; BetsDraw: 169; CorrectResults: 66; CorrectDraws: 61; CorrectWins: 5; SUM: 37.53
Liga: Ligue_1   ; MinCof: 1.7; DiffDraw: 0.35; DiffWin: 1.1; BetsNumber: 149; BetsWin:14; BetsDraw: 139; CorrectResults: 58; CorrectDraws: 54; CorrectWins: 4; SUM: 37.82
Liga: Ligue_1   ; MinCof: 1.7; DiffDraw: 0.375; DiffWin: 1.1; BetsNumber: 157; BetsWin:14; BetsDraw: 147; CorrectResults: 61; CorrectDraws: 57; CorrectWins: 4; SUM: 39.48
Liga: Ligue_1   ; MinCof: 1.7; DiffDraw: 0.4; DiffWin: 1.1; BetsNumber: 166; BetsWin:14; BetsDraw: 156; CorrectResults: 62; CorrectDraws: 58; CorrectWins: 4; SUM: 34.94
Liga: Ligue_1   ; MinCof: 1.7; DiffDraw: 0.425; DiffWin: 1.1; BetsNumber: 174; BetsWin:14; BetsDraw: 164; CorrectResults: 64; CorrectDraws: 60; CorrectWins: 4; SUM: 38.26
Liga: Ligue_1   ; MinCof: 1.7; DiffDraw: 0.45; DiffWin: 1.1; BetsNumber: 179; BetsWin:14; BetsDraw: 169; CorrectResults: 65; CorrectDraws: 61; CorrectWins: 4; SUM: 36.57
Liga: Ligue_1   ; MinCof: 1.7; DiffDraw: 0.35; DiffWin: 1.15; BetsNumber: 148; BetsWin:12; BetsDraw: 139; CorrectResults: 57; CorrectDraws: 54; CorrectWins: 3; SUM: 36.9
Liga: Ligue_1   ; MinCof: 1.7; DiffDraw: 0.375; DiffWin: 1.15; BetsNumber: 156; BetsWin:12; BetsDraw: 147; CorrectResults: 60; CorrectDraws: 57; CorrectWins: 3; SUM: 38.56
Liga: Ligue_1   ; MinCof: 1.7; DiffDraw: 0.4; DiffWin: 1.15; BetsNumber: 165; BetsWin:12; BetsDraw: 156; CorrectResults: 61; CorrectDraws: 58; CorrectWins: 3; SUM: 34.02
Liga: Ligue_1   ; MinCof: 1.7; DiffDraw: 0.425; DiffWin: 1.15; BetsNumber: 173; BetsWin:12; BetsDraw: 164; CorrectResults: 63; CorrectDraws: 60; CorrectWins: 3; SUM: 37.34
Liga: Ligue_1   ; MinCof: 1.7; DiffDraw: 0.45; DiffWin: 1.15; BetsNumber: 178; BetsWin:12; BetsDraw: 169; CorrectResults: 64; CorrectDraws: 61; CorrectWins: 3; SUM: 35.65
Liga: Ligue_1   ; MinCof: 1.7; DiffDraw: 0.35; DiffWin: 1.2; BetsNumber: 147; BetsWin:11; BetsDraw: 139; CorrectResults: 57; CorrectDraws: 54; CorrectWins: 3; SUM: 37.9
Liga: Ligue_1   ; MinCof: 1.7; DiffDraw: 0.375; DiffWin: 1.2; BetsNumber: 155; BetsWin:11; BetsDraw: 147; CorrectResults: 60; CorrectDraws: 57; CorrectWins: 3; SUM: 39.56
Liga: Ligue_1   ; MinCof: 1.7; DiffDraw: 0.4; DiffWin: 1.2; BetsNumber: 164; BetsWin:11; BetsDraw: 156; CorrectResults: 61; CorrectDraws: 58; CorrectWins: 3; SUM: 35.02
Liga: Ligue_1   ; MinCof: 1.7; DiffDraw: 0.425; DiffWin: 1.2; BetsNumber: 172; BetsWin:11; BetsDraw: 164; CorrectResults: 63; CorrectDraws: 60; CorrectWins: 3; SUM: 38.34
Liga: Ligue_1   ; MinCof: 1.7; DiffDraw: 0.45; DiffWin: 1.2; BetsNumber: 177; BetsWin:11; BetsDraw: 169; CorrectResults: 64; CorrectDraws: 61; CorrectWins: 3; SUM: 36.65
Liga: Ligue_1   ; MinCof: 1.7; DiffDraw: 0.35; DiffWin: 1.25; BetsNumber: 147; BetsWin:11; BetsDraw: 139; CorrectResults: 57; CorrectDraws: 54; CorrectWins: 3; SUM: 37.9
Liga: Ligue_1   ; MinCof: 1.7; DiffDraw: 0.375; DiffWin: 1.25; BetsNumber: 155; BetsWin:11; BetsDraw: 147; CorrectResults: 60; CorrectDraws: 57; CorrectWins: 3; SUM: 39.56
Liga: Ligue_1   ; MinCof: 1.7; DiffDraw: 0.4; DiffWin: 1.25; BetsNumber: 164; BetsWin:11; BetsDraw: 156; CorrectResults: 61; CorrectDraws: 58; CorrectWins: 3; SUM: 35.02
Liga: Ligue_1   ; MinCof: 1.7; DiffDraw: 0.425; DiffWin: 1.25; BetsNumber: 172; BetsWin:11; BetsDraw: 164; CorrectResults: 63; CorrectDraws: 60; CorrectWins: 3; SUM: 38.34
Liga: Ligue_1   ; MinCof: 1.7; DiffDraw: 0.45; DiffWin: 1.25; BetsNumber: 177; BetsWin:11; BetsDraw: 169; CorrectResults: 64; CorrectDraws: 61; CorrectWins: 3; SUM: 36.65
Liga: Ligue_1   ; MinCof: 1.7; DiffDraw: 0.35; DiffWin: 1.3; BetsNumber: 147; BetsWin:11; BetsDraw: 139; CorrectResults: 57; CorrectDraws: 54; CorrectWins: 3; SUM: 37.9
Liga: Ligue_1   ; MinCof: 1.7; DiffDraw: 0.375; DiffWin: 1.3; BetsNumber: 155; BetsWin:11; BetsDraw: 147; CorrectResults: 60; CorrectDraws: 57; CorrectWins: 3; SUM: 39.56
Liga: Ligue_1   ; MinCof: 1.7; DiffDraw: 0.4; DiffWin: 1.3; BetsNumber: 164; BetsWin:11; BetsDraw: 156; CorrectResults: 61; CorrectDraws: 58; CorrectWins: 3; SUM: 35.02
Liga: Ligue_1   ; MinCof: 1.7; DiffDraw: 0.425; DiffWin: 1.3; BetsNumber: 172; BetsWin:11; BetsDraw: 164; CorrectResults: 63; CorrectDraws: 60; CorrectWins: 3; SUM: 38.34
Liga: Ligue_1   ; MinCof: 1.7; DiffDraw: 0.45; DiffWin: 1.3; BetsNumber: 177; BetsWin:11; BetsDraw: 169; CorrectResults: 64; CorrectDraws: 61; CorrectWins: 3; SUM: 36.65
Liga: Ligue_1   ; MinCof: 1.7; DiffDraw: 0.35; DiffWin: 1.35; BetsNumber: 146; BetsWin:10; BetsDraw: 139; CorrectResults: 57; CorrectDraws: 54; CorrectWins: 3; SUM: 38.9
Liga: Ligue_1   ; MinCof: 1.7; DiffDraw: 0.375; DiffWin: 1.35; BetsNumber: 154; BetsWin:10; BetsDraw: 147; CorrectResults: 60; CorrectDraws: 57; CorrectWins: 3; SUM: 40.56
Liga: Ligue_1   ; MinCof: 1.7; DiffDraw: 0.4; DiffWin: 1.35; BetsNumber: 163; BetsWin:10; BetsDraw: 156; CorrectResults: 61; CorrectDraws: 58; CorrectWins: 3; SUM: 36.02
Liga: Ligue_1   ; MinCof: 1.7; DiffDraw: 0.425; DiffWin: 1.35; BetsNumber: 171; BetsWin:10; BetsDraw: 164; CorrectResults: 63; CorrectDraws: 60; CorrectWins: 3; SUM: 39.34
Liga: Ligue_1   ; MinCof: 1.7; DiffDraw: 0.45; DiffWin: 1.35; BetsNumber: 176; BetsWin:10; BetsDraw: 169; CorrectResults: 64; CorrectDraws: 61; CorrectWins: 3; SUM: 37.65
Liga: Ligue_1   ; MinCof: 1.7; DiffDraw: 0.35; DiffWin: 1.4; BetsNumber: 144; BetsWin:7; BetsDraw: 139; CorrectResults: 56; CorrectDraws: 54; CorrectWins: 2; SUM: 39.06
Liga: Ligue_1   ; MinCof: 1.7; DiffDraw: 0.375; DiffWin: 1.4; BetsNumber: 152; BetsWin:7; BetsDraw: 147; CorrectResults: 59; CorrectDraws: 57; CorrectWins: 2; SUM: 40.72
Liga: Ligue_1   ; MinCof: 1.7; DiffDraw: 0.4; DiffWin: 1.4; BetsNumber: 161; BetsWin:7; BetsDraw: 156; CorrectResults: 60; CorrectDraws: 58; CorrectWins: 2; SUM: 36.18
Liga: Ligue_1   ; MinCof: 1.7; DiffDraw: 0.425; DiffWin: 1.4; BetsNumber: 169; BetsWin:7; BetsDraw: 164; CorrectResults: 62; CorrectDraws: 60; CorrectWins: 2; SUM: 39.5
Liga: Ligue_1   ; MinCof: 1.7; DiffDraw: 0.45; DiffWin: 1.4; BetsNumber: 174; BetsWin:7; BetsDraw: 169; CorrectResults: 63; CorrectDraws: 61; CorrectWins: 2; SUM: 37.81
Liga: Ligue_1   ; MinCof: 1.7; DiffDraw: 0.35; DiffWin: 1.45; BetsNumber: 142; BetsWin:4; BetsDraw: 139; CorrectResults: 55; CorrectDraws: 54; CorrectWins: 1; SUM: 38.98
Liga: Ligue_1   ; MinCof: 1.7; DiffDraw: 0.375; DiffWin: 1.45; BetsNumber: 150; BetsWin:4; BetsDraw: 147; CorrectResults: 58; CorrectDraws: 57; CorrectWins: 1; SUM: 40.64
Liga: Ligue_1   ; MinCof: 1.7; DiffDraw: 0.4; DiffWin: 1.45; BetsNumber: 159; BetsWin:4; BetsDraw: 156; CorrectResults: 59; CorrectDraws: 58; CorrectWins: 1; SUM: 36.1
Liga: Ligue_1   ; MinCof: 1.7; DiffDraw: 0.425; DiffWin: 1.45; BetsNumber: 167; BetsWin:4; BetsDraw: 164; CorrectResults: 61; CorrectDraws: 60; CorrectWins: 1; SUM: 39.42
Liga: Ligue_1   ; MinCof: 1.7; DiffDraw: 0.45; DiffWin: 1.45; BetsNumber: 172; BetsWin:4; BetsDraw: 169; CorrectResults: 62; CorrectDraws: 61; CorrectWins: 1; SUM: 37.73
Liga: Ligue_1   ; MinCof: 1.7; DiffDraw: 0.35; DiffWin: 1.5; BetsNumber: 142; BetsWin:4; BetsDraw: 139; CorrectResults: 55; CorrectDraws: 54; CorrectWins: 1; SUM: 38.98
Liga: Ligue_1   ; MinCof: 1.7; DiffDraw: 0.375; DiffWin: 1.5; BetsNumber: 150; BetsWin:4; BetsDraw: 147; CorrectResults: 58; CorrectDraws: 57; CorrectWins: 1; SUM: 40.64
Liga: Ligue_1   ; MinCof: 1.7; DiffDraw: 0.4; DiffWin: 1.5; BetsNumber: 159; BetsWin:4; BetsDraw: 156; CorrectResults: 59; CorrectDraws: 58; CorrectWins: 1; SUM: 36.1
Liga: Ligue_1   ; MinCof: 1.7; DiffDraw: 0.425; DiffWin: 1.5; BetsNumber: 167; BetsWin:4; BetsDraw: 164; CorrectResults: 61; CorrectDraws: 60; CorrectWins: 1; SUM: 39.42
Liga: Ligue_1   ; MinCof: 1.7; DiffDraw: 0.45; DiffWin: 1.5; BetsNumber: 172; BetsWin:4; BetsDraw: 169; CorrectResults: 62; CorrectDraws: 61; CorrectWins: 1; SUM: 37.73
Liga: Ligue_1   ; MinCof: 1.7; DiffDraw: 0.35; DiffWin: 1.55; BetsNumber: 141; BetsWin:2; BetsDraw: 139; CorrectResults: 54; CorrectDraws: 54; CorrectWins: 0; SUM: 36.85
Liga: Ligue_1   ; MinCof: 1.7; DiffDraw: 0.375; DiffWin: 1.55; BetsNumber: 149; BetsWin:2; BetsDraw: 147; CorrectResults: 57; CorrectDraws: 57; CorrectWins: 0; SUM: 38.51
Liga: Ligue_1   ; MinCof: 1.7; DiffDraw: 0.4; DiffWin: 1.55; BetsNumber: 158; BetsWin:2; BetsDraw: 156; CorrectResults: 58; CorrectDraws: 58; CorrectWins: 0; SUM: 33.97
Liga: Ligue_1   ; MinCof: 1.7; DiffDraw: 0.425; DiffWin: 1.55; BetsNumber: 166; BetsWin:2; BetsDraw: 164; CorrectResults: 60; CorrectDraws: 60; CorrectWins: 0; SUM: 37.29
Liga: Ligue_1   ; MinCof: 1.7; DiffDraw: 0.45; DiffWin: 1.55; BetsNumber: 171; BetsWin:2; BetsDraw: 169; CorrectResults: 61; CorrectDraws: 61; CorrectWins: 0; SUM: 35.6
Liga: Ligue_1   ; MinCof: 1.7; DiffDraw: 0.35; DiffWin: 1.6; BetsNumber: 141; BetsWin:2; BetsDraw: 139; CorrectResults: 54; CorrectDraws: 54; CorrectWins: 0; SUM: 36.85
Liga: Ligue_1   ; MinCof: 1.7; DiffDraw: 0.375; DiffWin: 1.6; BetsNumber: 149; BetsWin:2; BetsDraw: 147; CorrectResults: 57; CorrectDraws: 57; CorrectWins: 0; SUM: 38.51
Liga: Ligue_1   ; MinCof: 1.7; DiffDraw: 0.4; DiffWin: 1.6; BetsNumber: 158; BetsWin:2; BetsDraw: 156; CorrectResults: 58; CorrectDraws: 58; CorrectWins: 0; SUM: 33.97
Liga: Ligue_1   ; MinCof: 1.7; DiffDraw: 0.425; DiffWin: 1.6; BetsNumber: 166; BetsWin:2; BetsDraw: 164; CorrectResults: 60; CorrectDraws: 60; CorrectWins: 0; SUM: 37.29
Liga: Ligue_1   ; MinCof: 1.7; DiffDraw: 0.45; DiffWin: 1.6; BetsNumber: 171; BetsWin:2; BetsDraw: 169; CorrectResults: 61; CorrectDraws: 61; CorrectWins: 0; SUM: 35.6
Liga: Ligue_1   ; MinCof: 1.75; DiffDraw: 0.35; DiffWin: 0.5; BetsNumber: 220; BetsWin:115; BetsDraw: 139; CorrectResults: 92; CorrectDraws: 54; CorrectWins: 38; SUM: 46.31
Liga: Ligue_1   ; MinCof: 1.75; DiffDraw: 0.375; DiffWin: 0.5; BetsNumber: 228; BetsWin:115; BetsDraw: 147; CorrectResults: 95; CorrectDraws: 57; CorrectWins: 38; SUM: 47.97
Liga: Ligue_1   ; MinCof: 1.75; DiffDraw: 0.4; DiffWin: 0.5; BetsNumber: 237; BetsWin:115; BetsDraw: 156; CorrectResults: 96; CorrectDraws: 58; CorrectWins: 38; SUM: 43.43
Liga: Ligue_1   ; MinCof: 1.75; DiffDraw: 0.425; DiffWin: 0.5; BetsNumber: 245; BetsWin:115; BetsDraw: 164; CorrectResults: 98; CorrectDraws: 60; CorrectWins: 38; SUM: 46.75
Liga: Ligue_1   ; MinCof: 1.75; DiffDraw: 0.45; DiffWin: 0.5; BetsNumber: 250; BetsWin:115; BetsDraw: 169; CorrectResults: 99; CorrectDraws: 61; CorrectWins: 38; SUM: 45.06
Liga: Ligue_1   ; MinCof: 1.75; DiffDraw: 0.35; DiffWin: 0.55; BetsNumber: 211; BetsWin:103; BetsDraw: 139; CorrectResults: 89; CorrectDraws: 54; CorrectWins: 35; SUM: 47.91
Liga: Ligue_1   ; MinCof: 1.75; DiffDraw: 0.375; DiffWin: 0.55; BetsNumber: 219; BetsWin:103; BetsDraw: 147; CorrectResults: 92; CorrectDraws: 57; CorrectWins: 35; SUM: 49.57
Liga: Ligue_1   ; MinCof: 1.75; DiffDraw: 0.4; DiffWin: 0.55; BetsNumber: 228; BetsWin:103; BetsDraw: 156; CorrectResults: 93; CorrectDraws: 58; CorrectWins: 35; SUM: 45.03
Liga: Ligue_1   ; MinCof: 1.75; DiffDraw: 0.425; DiffWin: 0.55; BetsNumber: 236; BetsWin:103; BetsDraw: 164; CorrectResults: 95; CorrectDraws: 60; CorrectWins: 35; SUM: 48.35
Liga: Ligue_1   ; MinCof: 1.75; DiffDraw: 0.45; DiffWin: 0.55; BetsNumber: 241; BetsWin:103; BetsDraw: 169; CorrectResults: 96; CorrectDraws: 61; CorrectWins: 35; SUM: 46.66
Liga: Ligue_1   ; MinCof: 1.75; DiffDraw: 0.35; DiffWin: 0.6; BetsNumber: 199; BetsWin:88; BetsDraw: 139; CorrectResults: 86; CorrectDraws: 54; CorrectWins: 32; SUM: 53.54
Liga: Ligue_1   ; MinCof: 1.75; DiffDraw: 0.375; DiffWin: 0.6; BetsNumber: 207; BetsWin:88; BetsDraw: 147; CorrectResults: 89; CorrectDraws: 57; CorrectWins: 32; SUM: 55.2
