Liga: LaLiga    ; MinCof: 1.65; DiffDraw: 0.25; DiffWin: 0.5; BetsNumber: 179; BetsWin:140; BetsDraw: 79; CorrectResults: 72; CorrectDraws: 31; CorrectWins: 41; SUM: 22.13
Liga: LaLiga    ; MinCof: 1.7; DiffDraw: 0.325; DiffWin: 0.55; BetsNumber: 190; BetsWin:114; BetsDraw: 108; CorrectResults: 69; CorrectDraws: 37; CorrectWins: 32; SUM: 6.05
Liga: LaLiga    ; MinCof: 1.7; DiffDraw: 0.35; DiffWin: 0.55; BetsNumber: 198; BetsWin:114; BetsDraw: 116; CorrectResults: 70; CorrectDraws: 38; CorrectWins: 32; SUM: 1.29
Liga: LaLiga    ; MinCof: 1.7; DiffDraw: 0.25; DiffWin: 0.6; BetsNumber: 148; BetsWin:98; BetsDraw: 79; CorrectResults: 60; CorrectDraws: 31; CorrectWins: 29; SUM: 21.17
Liga: LaLiga    ; MinCof: 1.7; DiffDraw: 0.275; DiffWin: 0.6; BetsNumber: 157; BetsWin:98; BetsDraw: 88; CorrectResults: 62; CorrectDraws: 33; CorrectWins: 29; SUM: 19.9
Liga: LaLiga    ; MinCof: 1.7; DiffDraw: 0.3; DiffWin: 0.6; BetsNumber: 164; BetsWin:98; BetsDraw: 95; CorrectResults: 64; CorrectDraws: 35; CorrectWins: 29; SUM: 19.87
Liga: LaLiga    ; MinCof: 1.7; DiffDraw: 0.325; DiffWin: 0.6; BetsNumber: 177; BetsWin:98; BetsDraw: 108; CorrectResults: 66; CorrectDraws: 37; CorrectWins: 29; SUM: 13.28
Liga: LaLiga    ; MinCof: 1.7; DiffDraw: 0.35; DiffWin: 0.6; BetsNumber: 185; BetsWin:98; BetsDraw: 116; CorrectResults: 67; CorrectDraws: 38; CorrectWins: 29; SUM: 8.52
Liga: LaLiga    ; MinCof: 1.7; DiffDraw: 0.25; DiffWin: 0.65; BetsNumber: 134; BetsWin:77; BetsDraw: 79; CorrectResults: 53; CorrectDraws: 31; CorrectWins: 22; SUM: 20.23
Liga: LaLiga    ; MinCof: 1.7; DiffDraw: 0.275; DiffWin: 0.65; BetsNumber: 143; BetsWin:77; BetsDraw: 88; CorrectResults: 55; CorrectDraws: 33; CorrectWins: 22; SUM: 18.96
Liga: LaLiga    ; MinCof: 1.7; DiffDraw: 0.3; DiffWin: 0.65; BetsNumber: 150; BetsWin:77; BetsDraw: 95; CorrectResults: 57; CorrectDraws: 35; CorrectWins: 22; SUM: 18.93
Liga: LaLiga    ; MinCof: 1.7; DiffDraw: 0.325; DiffWin: 0.65; BetsNumber: 163; BetsWin:77; BetsDraw: 108; CorrectResults: 59; CorrectDraws: 37; CorrectWins: 22; SUM: 12.34
Liga: LaLiga    ; MinCof: 1.7; DiffDraw: 0.35; DiffWin: 0.65; BetsNumber: 171; BetsWin:77; BetsDraw: 116; CorrectResults: 60; CorrectDraws: 38; CorrectWins: 22; SUM: 7.58
Liga: LaLiga    ; MinCof: 1.7; DiffDraw: 0.25; DiffWin: 0.7; BetsNumber: 123; BetsWin:62; BetsDraw: 79; CorrectResults: 49; CorrectDraws: 31; CorrectWins: 18; SUM: 21.57
Liga: LaLiga    ; MinCof: 1.7; DiffDraw: 0.275; DiffWin: 0.7; BetsNumber: 132; BetsWin:62; BetsDraw: 88; CorrectResults: 51; CorrectDraws: 33; CorrectWins: 18; SUM: 20.3
Liga: LaLiga    ; MinCof: 1.7; DiffDraw: 0.3; DiffWin: 0.7; BetsNumber: 139; BetsWin:62; BetsDraw: 95; CorrectResults: 53; CorrectDraws: 35; CorrectWins: 18; SUM: 20.27
Liga: LaLiga    ; MinCof: 1.7; DiffDraw: 0.325; DiffWin: 0.7; BetsNumber: 152; BetsWin:62; BetsDraw: 108; CorrectResults: 55; CorrectDraws: 37; CorrectWins: 18; SUM: 13.68
Liga: LaLiga    ; MinCof: 1.7; DiffDraw: 0.35; DiffWin: 0.7; BetsNumber: 160; BetsWin:62; BetsDraw: 116; CorrectResults: 56; CorrectDraws: 38; CorrectWins: 18; SUM: 8.92
Liga: LaLiga    ; MinCof: 1.7; DiffDraw: 0.25; DiffWin: 0.75; BetsNumber: 114; BetsWin:52; BetsDraw: 79; CorrectResults: 48; CorrectDraws: 31; CorrectWins: 17; SUM: 28.16
Liga: LaLiga    ; MinCof: 1.7; DiffDraw: 0.275; DiffWin: 0.75; BetsNumber: 123; BetsWin:52; BetsDraw: 88; CorrectResults: 50; CorrectDraws: 33; CorrectWins: 17; SUM: 26.89
Liga: LaLiga    ; MinCof: 1.7; DiffDraw: 0.3; DiffWin: 0.75; BetsNumber: 130; BetsWin:52; BetsDraw: 95; CorrectResults: 52; CorrectDraws: 35; CorrectWins: 17; SUM: 26.86
Liga: LaLiga    ; MinCof: 1.7; DiffDraw: 0.325; DiffWin: 0.75; BetsNumber: 143; BetsWin:52; BetsDraw: 108; CorrectResults: 54; CorrectDraws: 37; CorrectWins: 17; SUM: 20.27
Liga: LaLiga    ; MinCof: 1.7; DiffDraw: 0.35; DiffWin: 0.75; BetsNumber: 151; BetsWin:52; BetsDraw: 116; CorrectResults: 55; CorrectDraws: 38; CorrectWins: 17; SUM: 15.51
Liga: LaLiga    ; MinCof: 1.7; DiffDraw: 0.25; DiffWin: 0.8; BetsNumber: 108; BetsWin:42; BetsDraw: 79; CorrectResults: 44; CorrectDraws: 31; CorrectWins: 13; SUM: 22.72
Liga: LaLiga    ; MinCof: 1.7; DiffDraw: 0.275; DiffWin: 0.8; BetsNumber: 117; BetsWin:42; BetsDraw: 88; CorrectResults: 46; CorrectDraws: 33; CorrectWins: 13; SUM: 21.45
Liga: LaLiga    ; MinCof: 1.7; DiffDraw: 0.3; DiffWin: 0.8; BetsNumber: 124; BetsWin:42; BetsDraw: 95; CorrectResults: 48; CorrectDraws: 35; CorrectWins: 13; SUM: 21.42
Liga: LaLiga    ; MinCof: 1.7; DiffDraw: 0.325; DiffWin: 0.8; BetsNumber: 137; BetsWin:42; BetsDraw: 108; CorrectResults: 50; CorrectDraws: 37; CorrectWins: 13; SUM: 14.83
Liga: LaLiga    ; MinCof: 1.7; DiffDraw: 0.35; DiffWin: 0.8; BetsNumber: 145; BetsWin:42; BetsDraw: 116; CorrectResults: 51; CorrectDraws: 38; CorrectWins: 13; SUM: 10.07
Liga: LaLiga    ; MinCof: 1.7; DiffDraw: 0.25; DiffWin: 0.85; BetsNumber: 102; BetsWin:33; BetsDraw: 79; CorrectResults: 41; CorrectDraws: 31; CorrectWins: 10; SUM: 22.53
Liga: LaLiga    ; MinCof: 1.7; DiffDraw: 0.275; DiffWin: 0.85; BetsNumber: 111; BetsWin:33; BetsDraw: 88; CorrectResults: 43; CorrectDraws: 33; CorrectWins: 10; SUM: 21.26
Liga: LaLiga    ; MinCof: 1.7; DiffDraw: 0.3; DiffWin: 0.85; BetsNumber: 118; BetsWin:33; BetsDraw: 95; CorrectResults: 45; CorrectDraws: 35; CorrectWins: 10; SUM: 21.23
Liga: LaLiga    ; MinCof: 1.7; DiffDraw: 0.325; DiffWin: 0.85; BetsNumber: 131; BetsWin:33; BetsDraw: 108; CorrectResults: 47; CorrectDraws: 37; CorrectWins: 10; SUM: 14.64
Liga: LaLiga    ; MinCof: 1.7; DiffDraw: 0.35; DiffWin: 0.85; BetsNumber: 139; BetsWin:33; BetsDraw: 116; CorrectResults: 48; CorrectDraws: 38; CorrectWins: 10; SUM: 9.88
Liga: LaLiga    ; MinCof: 1.7; DiffDraw: 0.25; DiffWin: 0.9; BetsNumber: 98; BetsWin:28; BetsDraw: 79; CorrectResults: 40; CorrectDraws: 31; CorrectWins: 9; SUM: 24.73
Liga: LaLiga    ; MinCof: 1.7; DiffDraw: 0.275; DiffWin: 0.9; BetsNumber: 107; BetsWin:28; BetsDraw: 88; CorrectResults: 42; CorrectDraws: 33; CorrectWins: 9; SUM: 23.46
Liga: LaLiga    ; MinCof: 1.7; DiffDraw: 0.3; DiffWin: 0.9; BetsNumber: 114; BetsWin:28; BetsDraw: 95; CorrectResults: 44; CorrectDraws: 35; CorrectWins: 9; SUM: 23.43
Liga: LaLiga    ; MinCof: 1.7; DiffDraw: 0.325; DiffWin: 0.9; BetsNumber: 127; BetsWin:28; BetsDraw: 108; CorrectResults: 46; CorrectDraws: 37; CorrectWins: 9; SUM: 16.84
Liga: LaLiga    ; MinCof: 1.7; DiffDraw: 0.35; DiffWin: 0.9; BetsNumber: 135; BetsWin:28; BetsDraw: 116; CorrectResults: 47; CorrectDraws: 38; CorrectWins: 9; SUM: 12.08
Liga: LaLiga    ; MinCof: 1.7; DiffDraw: 0.25; DiffWin: 0.95; BetsNumber: 95; BetsWin:23; BetsDraw: 79; CorrectResults: 38; CorrectDraws: 31; CorrectWins: 7; SUM: 23.9
Liga: LaLiga    ; MinCof: 1.7; DiffDraw: 0.275; DiffWin: 0.95; BetsNumber: 104; BetsWin:23; BetsDraw: 88; CorrectResults: 40; CorrectDraws: 33; CorrectWins: 7; SUM: 22.63
Liga: LaLiga    ; MinCof: 1.7; DiffDraw: 0.3; DiffWin: 0.95; BetsNumber: 111; BetsWin:23; BetsDraw: 95; CorrectResults: 42; CorrectDraws: 35; CorrectWins: 7; SUM: 22.6
Liga: LaLiga    ; MinCof: 1.7; DiffDraw: 0.325; DiffWin: 0.95; BetsNumber: 124; BetsWin:23; BetsDraw: 108; CorrectResults: 44; CorrectDraws: 37; CorrectWins: 7; SUM: 16.01
Liga: LaLiga    ; MinCof: 1.7; DiffDraw: 0.35; DiffWin: 0.95; BetsNumber: 132; BetsWin:23; BetsDraw: 116; CorrectResults: 45; CorrectDraws: 38; CorrectWins: 7; SUM: 11.25
Liga: LaLiga    ; MinCof: 1.7; DiffDraw: 0.25; DiffWin: 1; BetsNumber: 94; BetsWin:22; BetsDraw: 79; CorrectResults: 38; CorrectDraws: 31; CorrectWins: 7; SUM: 24.9
Liga: LaLiga    ; MinCof: 1.7; DiffDraw: 0.275; DiffWin: 1; BetsNumber: 103; BetsWin:22; BetsDraw: 88; CorrectResults: 40; CorrectDraws: 33; CorrectWins: 7; SUM: 23.63
Liga: LaLiga    ; MinCof: 1.7; DiffDraw: 0.3; DiffWin: 1; BetsNumber: 110; BetsWin:22; BetsDraw: 95; CorrectResults: 42; CorrectDraws: 35; CorrectWins: 7; SUM: 23.6
Liga: LaLiga    ; MinCof: 1.7; DiffDraw: 0.325; DiffWin: 1; BetsNumber: 123; BetsWin:22; BetsDraw: 108; CorrectResults: 44; CorrectDraws: 37; CorrectWins: 7; SUM: 17.01
Liga: LaLiga    ; MinCof: 1.7; DiffDraw: 0.35; DiffWin: 1; BetsNumber: 131; BetsWin:22; BetsDraw: 116; CorrectResults: 45; CorrectDraws: 38; CorrectWins: 7; SUM: 12.25
Liga: LaLiga    ; MinCof: 1.7; DiffDraw: 0.25; DiffWin: 1.05; BetsNumber: 92; BetsWin:20; BetsDraw: 79; CorrectResults: 38; CorrectDraws: 31; CorrectWins: 7; SUM: 26.9
Liga: LaLiga    ; MinCof: 1.7; DiffDraw: 0.275; DiffWin: 1.05; BetsNumber: 101; BetsWin:20; BetsDraw: 88; CorrectResults: 40; CorrectDraws: 33; CorrectWins: 7; SUM: 25.63
Liga: LaLiga    ; MinCof: 1.7; DiffDraw: 0.3; DiffWin: 1.05; BetsNumber: 108; BetsWin:20; BetsDraw: 95; CorrectResults: 42; CorrectDraws: 35; CorrectWins: 7; SUM: 25.6
Liga: LaLiga    ; MinCof: 1.7; DiffDraw: 0.325; DiffWin: 1.05; BetsNumber: 121; BetsWin:20; BetsDraw: 108; CorrectResults: 44; CorrectDraws: 37; CorrectWins: 7; SUM: 19.01
Liga: LaLiga    ; MinCof: 1.7; DiffDraw: 0.35; DiffWin: 1.05; BetsNumber: 129; BetsWin:20; BetsDraw: 116; CorrectResults: 45; CorrectDraws: 38; CorrectWins: 7; SUM: 14.25
Liga: LaLiga    ; MinCof: 1.7; DiffDraw: 0.25; DiffWin: 1.1; BetsNumber: 90; BetsWin:18; BetsDraw: 79; CorrectResults: 38; CorrectDraws: 31; CorrectWins: 7; SUM: 28.9
Liga: LaLiga    ; MinCof: 1.7; DiffDraw: 0.275; DiffWin: 1.1; BetsNumber: 99; BetsWin:18; BetsDraw: 88; CorrectResults: 40; CorrectDraws: 33; CorrectWins: 7; SUM: 27.63
Liga: LaLiga    ; MinCof: 1.7; DiffDraw: 0.3; DiffWin: 1.1; BetsNumber: 106; BetsWin:18; BetsDraw: 95; CorrectResults: 42; CorrectDraws: 35; CorrectWins: 7; SUM: 27.6
Liga: LaLiga    ; MinCof: 1.7; DiffDraw: 0.325; DiffWin: 1.1; BetsNumber: 119; BetsWin:18; BetsDraw: 108; CorrectResults: 44; CorrectDraws: 37; CorrectWins: 7; SUM: 21.01
Liga: LaLiga    ; MinCof: 1.7; DiffDraw: 0.35; DiffWin: 1.1; BetsNumber: 127; BetsWin:18; BetsDraw: 116; CorrectResults: 45; CorrectDraws: 38; CorrectWins: 7; SUM: 16.25
Liga: LaLiga    ; MinCof: 1.7; DiffDraw: 0.25; DiffWin: 1.15; BetsNumber: 89; BetsWin:16; BetsDraw: 79; CorrectResults: 37; CorrectDraws: 31; CorrectWins: 6; SUM: 27.91
Liga: LaLiga    ; MinCof: 1.7; DiffDraw: 0.275; DiffWin: 1.15; BetsNumber: 98; BetsWin:16; BetsDraw: 88; CorrectResults: 39; CorrectDraws: 33; CorrectWins: 6; SUM: 26.64
Liga: LaLiga    ; MinCof: 1.7; DiffDraw: 0.3; DiffWin: 1.15; BetsNumber: 105; BetsWin:16; BetsDraw: 95; CorrectResults: 41; CorrectDraws: 35; CorrectWins: 6; SUM: 26.61
Liga: LaLiga    ; MinCof: 1.7; DiffDraw: 0.325; DiffWin: 1.15; BetsNumber: 118; BetsWin:16; BetsDraw: 108; CorrectResults: 43; CorrectDraws: 37; CorrectWins: 6; SUM: 20.02
Liga: LaLiga    ; MinCof: 1.7; DiffDraw: 0.35; DiffWin: 1.15; BetsNumber: 126; BetsWin:16; BetsDraw: 116; CorrectResults: 44; CorrectDraws: 38; CorrectWins: 6; SUM: 15.26
Liga: LaLiga    ; MinCof: 1.7; DiffDraw: 0.25; DiffWin: 1.2; BetsNumber: 88; BetsWin:14; BetsDraw: 79; CorrectResults: 36; CorrectDraws: 31; CorrectWins: 5; SUM: 26.91
Liga: LaLiga    ; MinCof: 1.7; DiffDraw: 0.275; DiffWin: 1.2; BetsNumber: 97; BetsWin:14; BetsDraw: 88; CorrectResults: 38; CorrectDraws: 33; CorrectWins: 5; SUM: 25.64
Liga: LaLiga    ; MinCof: 1.7; DiffDraw: 0.3; DiffWin: 1.2; BetsNumber: 104; BetsWin:14; BetsDraw: 95; CorrectResults: 40; CorrectDraws: 35; CorrectWins: 5; SUM: 25.61
Liga: LaLiga    ; MinCof: 1.7; DiffDraw: 0.325; DiffWin: 1.2; BetsNumber: 117; BetsWin:14; BetsDraw: 108; CorrectResults: 42; CorrectDraws: 37; CorrectWins: 5; SUM: 19.02
Liga: LaLiga    ; MinCof: 1.7; DiffDraw: 0.35; DiffWin: 1.2; BetsNumber: 125; BetsWin:14; BetsDraw: 116; CorrectResults: 43; CorrectDraws: 38; CorrectWins: 5; SUM: 14.26
Liga: LaLiga    ; MinCof: 1.7; DiffDraw: 0.25; DiffWin: 1.25; BetsNumber: 87; BetsWin:13; BetsDraw: 79; CorrectResults: 36; CorrectDraws: 31; CorrectWins: 5; SUM: 27.91
Liga: LaLiga    ; MinCof: 1.7; DiffDraw: 0.275; DiffWin: 1.25; BetsNumber: 96; BetsWin:13; BetsDraw: 88; CorrectResults: 38; CorrectDraws: 33; CorrectWins: 5; SUM: 26.64
Liga: LaLiga    ; MinCof: 1.7; DiffDraw: 0.3; DiffWin: 1.25; BetsNumber: 103; BetsWin:13; BetsDraw: 95; CorrectResults: 40; CorrectDraws: 35; CorrectWins: 5; SUM: 26.61
Liga: LaLiga    ; MinCof: 1.7; DiffDraw: 0.325; DiffWin: 1.25; BetsNumber: 116; BetsWin:13; BetsDraw: 108; CorrectResults: 42; CorrectDraws: 37; CorrectWins: 5; SUM: 20.02
Liga: LaLiga    ; MinCof: 1.7; DiffDraw: 0.35; DiffWin: 1.25; BetsNumber: 124; BetsWin:13; BetsDraw: 116; CorrectResults: 43; CorrectDraws: 38; CorrectWins: 5; SUM: 15.26
Liga: LaLiga    ; MinCof: 1.7; DiffDraw: 0.25; DiffWin: 1.3; BetsNumber: 86; BetsWin:11; BetsDraw: 79; CorrectResults: 35; CorrectDraws: 31; CorrectWins: 4; SUM: 26.86
Liga: LaLiga    ; MinCof: 1.7; DiffDraw: 0.275; DiffWin: 1.3; BetsNumber: 95; BetsWin:11; BetsDraw: 88; CorrectResults: 37; CorrectDraws: 33; CorrectWins: 4; SUM: 25.59
Liga: LaLiga    ; MinCof: 1.7; DiffDraw: 0.3; DiffWin: 1.3; BetsNumber: 102; BetsWin:11; BetsDraw: 95; CorrectResults: 39; CorrectDraws: 35; CorrectWins: 4; SUM: 25.56
Liga: LaLiga    ; MinCof: 1.7; DiffDraw: 0.325; DiffWin: 1.3; BetsNumber: 115; BetsWin:11; BetsDraw: 108; CorrectResults: 41; CorrectDraws: 37; CorrectWins: 4; SUM: 18.97
Liga: LaLiga    ; MinCof: 1.7; DiffDraw: 0.35; DiffWin: 1.3; BetsNumber: 123; BetsWin:11; BetsDraw: 116; CorrectResults: 42; CorrectDraws: 38; CorrectWins: 4; SUM: 14.21
Liga: LaLiga    ; MinCof: 1.7; DiffDraw: 0.25; DiffWin: 1.35; BetsNumber: 85; BetsWin:9; BetsDraw: 79; CorrectResults: 34; CorrectDraws: 31; CorrectWins: 3; SUM: 25.84
Liga: LaLiga    ; MinCof: 1.7; DiffDraw: 0.275; DiffWin: 1.35; BetsNumber: 94; BetsWin:9; BetsDraw: 88; CorrectResults: 36; CorrectDraws: 33; CorrectWins: 3; SUM: 24.57
Liga: LaLiga    ; MinCof: 1.7; DiffDraw: 0.3; DiffWin: 1.35; BetsNumber: 101; BetsWin:9; BetsDraw: 95; CorrectResults: 38; CorrectDraws: 35; CorrectWins: 3; SUM: 24.54
Liga: LaLiga    ; MinCof: 1.7; DiffDraw: 0.325; DiffWin: 1.35; BetsNumber: 114; BetsWin:9; BetsDraw: 108; CorrectResults: 40; CorrectDraws: 37; CorrectWins: 3; SUM: 17.95
Liga: LaLiga    ; MinCof: 1.7; DiffDraw: 0.35; DiffWin: 1.35; BetsNumber: 122; BetsWin:9; BetsDraw: 116; CorrectResults: 41; CorrectDraws: 38; CorrectWins: 3; SUM: 13.19
Liga: LaLiga    ; MinCof: 1.7; DiffDraw: 0.25; DiffWin: 1.4; BetsNumber: 85; BetsWin:9; BetsDraw: 79; CorrectResults: 34; CorrectDraws: 31; CorrectWins: 3; SUM: 25.84
Liga: LaLiga    ; MinCof: 1.7; DiffDraw: 0.275; DiffWin: 1.4; BetsNumber: 94; BetsWin:9; BetsDraw: 88; CorrectResults: 36; CorrectDraws: 33; CorrectWins: 3; SUM: 24.57
Liga: LaLiga    ; MinCof: 1.7; DiffDraw: 0.3; DiffWin: 1.4; BetsNumber: 101; BetsWin:9; BetsDraw: 95; CorrectResults: 38; CorrectDraws: 35; CorrectWins: 3; SUM: 24.54
Liga: LaLiga    ; MinCof: 1.7; DiffDraw: 0.325; DiffWin: 1.4; BetsNumber: 114; BetsWin:9; BetsDraw: 108; CorrectResults: 40; CorrectDraws: 37; CorrectWins: 3; SUM: 17.95
Liga: LaLiga    ; MinCof: 1.7; DiffDraw: 0.35; DiffWin: 1.4; BetsNumber: 122; BetsWin:9; BetsDraw: 116; CorrectResults: 41; CorrectDraws: 38; CorrectWins: 3; SUM: 13.19
Liga: LaLiga    ; MinCof: 1.7; DiffDraw: 0.25; DiffWin: 1.45; BetsNumber: 85; BetsWin:9; BetsDraw: 79; CorrectResults: 34; CorrectDraws: 31; CorrectWins: 3; SUM: 25.84
Liga: LaLiga    ; MinCof: 1.7; DiffDraw: 0.275; DiffWin: 1.45; BetsNumber: 94; BetsWin:9; BetsDraw: 88; CorrectResults: 36; CorrectDraws: 33; CorrectWins: 3; SUM: 24.57
Liga: LaLiga    ; MinCof: 1.7; DiffDraw: 0.3; DiffWin: 1.45; BetsNumber: 101; BetsWin:9; BetsDraw: 95; CorrectResults: 38; CorrectDraws: 35; CorrectWins: 3; SUM: 24.54
Liga: LaLiga    ; MinCof: 1.7; DiffDraw: 0.325; DiffWin: 1.45; BetsNumber: 114; BetsWin:9; BetsDraw: 108; CorrectResults: 40; CorrectDraws: 37; CorrectWins: 3; SUM: 17.95
Liga: LaLiga    ; MinCof: 1.7; DiffDraw: 0.35; DiffWin: 1.45; BetsNumber: 122; BetsWin:9; BetsDraw: 116; CorrectResults: 41; CorrectDraws: 38; CorrectWins: 3; SUM: 13.19
Liga: LaLiga    ; MinCof: 1.7; DiffDraw: 0.25; DiffWin: 1.5; BetsNumber: 85; BetsWin:9; BetsDraw: 79; CorrectResults: 34; CorrectDraws: 31; CorrectWins: 3; SUM: 25.84
Liga: LaLiga    ; MinCof: 1.7; DiffDraw: 0.275; DiffWin: 1.5; BetsNumber: 94; BetsWin:9; BetsDraw: 88; CorrectResults: 36; CorrectDraws: 33; CorrectWins: 3; SUM: 24.57
Liga: LaLiga    ; MinCof: 1.7; DiffDraw: 0.3; DiffWin: 1.5; BetsNumber: 101; BetsWin:9; BetsDraw: 95; CorrectResults: 38; CorrectDraws: 35; CorrectWins: 3; SUM: 24.54
Liga: LaLiga    ; MinCof: 1.7; DiffDraw: 0.325; DiffWin: 1.5; BetsNumber: 114; BetsWin:9; BetsDraw: 108; CorrectResults: 40; CorrectDraws: 37; CorrectWins: 3; SUM: 17.95
Liga: LaLiga    ; MinCof: 1.7; DiffDraw: 0.35; DiffWin: 1.5; BetsNumber: 122; BetsWin:9; BetsDraw: 116; CorrectResults: 41; CorrectDraws: 38; CorrectWins: 3; SUM: 13.19
Liga: LaLiga    ; MinCof: 1.7; DiffDraw: 0.25; DiffWin: 1.55; BetsNumber: 84; BetsWin:8; BetsDraw: 79; CorrectResults: 34; CorrectDraws: 31; CorrectWins: 3; SUM: 26.84
Liga: LaLiga    ; MinCof: 1.7; DiffDraw: 0.275; DiffWin: 1.55; BetsNumber: 93; BetsWin:8; BetsDraw: 88; CorrectResults: 36; CorrectDraws: 33; CorrectWins: 3; SUM: 25.57
Liga: LaLiga    ; MinCof: 1.7; DiffDraw: 0.3; DiffWin: 1.55; BetsNumber: 100; BetsWin:8; BetsDraw: 95; CorrectResults: 38; CorrectDraws: 35; CorrectWins: 3; SUM: 25.54
Liga: LaLiga    ; MinCof: 1.7; DiffDraw: 0.325; DiffWin: 1.55; BetsNumber: 113; BetsWin:8; BetsDraw: 108; CorrectResults: 40; CorrectDraws: 37; CorrectWins: 3; SUM: 18.95
Liga: LaLiga    ; MinCof: 1.7; DiffDraw: 0.35; DiffWin: 1.55; BetsNumber: 121; BetsWin:8; BetsDraw: 116; CorrectResults: 41; CorrectDraws: 38; CorrectWins: 3; SUM: 14.19
Liga: LaLiga    ; MinCof: 1.7; DiffDraw: 0.25; DiffWin: 1.6; BetsNumber: 83; BetsWin:6; BetsDraw: 79; CorrectResults: 33; CorrectDraws: 31; CorrectWins: 2; SUM: 26.1
Liga: LaLiga    ; MinCof: 1.7; DiffDraw: 0.275; DiffWin: 1.6; BetsNumber: 92; BetsWin:6; BetsDraw: 88; CorrectResults: 35; CorrectDraws: 33; CorrectWins: 2; SUM: 24.83
Liga: LaLiga    ; MinCof: 1.7; DiffDraw: 0.3; DiffWin: 1.6; BetsNumber: 99; BetsWin:6; BetsDraw: 95; CorrectResults: 37; CorrectDraws: 35; CorrectWins: 2; SUM: 24.8
Liga: LaLiga    ; MinCof: 1.7; DiffDraw: 0.325; DiffWin: 1.6; BetsNumber: 112; BetsWin:6; BetsDraw: 108; CorrectResults: 39; CorrectDraws: 37; CorrectWins: 2; SUM: 18.21
Liga: LaLiga    ; MinCof: 1.7; DiffDraw: 0.35; DiffWin: 1.6; BetsNumber: 120; BetsWin:6; BetsDraw: 116; CorrectResults: 40; CorrectDraws: 38; CorrectWins: 2; SUM: 13.45
Liga: LaLiga    ; MinCof: 1.75; DiffDraw: 0.25; DiffWin: 0.5; BetsNumber: 167; BetsWin:123; BetsDraw: 79; CorrectResults: 67; CorrectDraws: 31; CorrectWins: 36; SUM: 25.68
Liga: LaLiga    ; MinCof: 1.75; DiffDraw: 0.275; DiffWin: 0.5; BetsNumber: 176; BetsWin:123; BetsDraw: 88; CorrectResults: 69; CorrectDraws: 33; CorrectWins: 36; SUM: 24.41
Liga: LaLiga    ; MinCof: 1.75; DiffDraw: 0.3; DiffWin: 0.5; BetsNumber: 183; BetsWin:123; BetsDraw: 95; CorrectResults: 71; CorrectDraws: 35; CorrectWins: 36; SUM: 24.38
Liga: LaLiga    ; MinCof: 1.75; DiffDraw: 0.325; DiffWin: 0.5; BetsNumber: 196; BetsWin:123; BetsDraw: 108; CorrectResults: 73; CorrectDraws: 37; CorrectWins: 36; SUM: 17.79
Liga: LaLiga    ; MinCof: 1.75; DiffDraw: 0.35; DiffWin: 0.5; BetsNumber: 204; BetsWin:123; BetsDraw: 116; CorrectResults: 74; CorrectDraws: 38; CorrectWins: 36; SUM: 13.03
Liga: LaLiga    ; MinCof: 1.75; DiffDraw: 0.25; DiffWin: 0.55; BetsNumber: 156; BetsWin:108; BetsDraw: 79; CorrectResults: 62; CorrectDraws: 31; CorrectWins: 31; SUM: 17.2
Liga: LaLiga    ; MinCof: 1.75; DiffDraw: 0.275; DiffWin: 0.55; BetsNumber: 165; BetsWin:108; BetsDraw: 88; CorrectResults: 64; CorrectDraws: 33; CorrectWins: 31; SUM: 15.93
Liga: LaLiga    ; MinCof: 1.75; DiffDraw: 0.3; DiffWin: 0.55; BetsNumber: 172; BetsWin:108; BetsDraw: 95; CorrectResults: 66; CorrectDraws: 35; CorrectWins: 31; SUM: 15.9
Liga: LaLiga    ; MinCof: 1.75; DiffDraw: 0.325; DiffWin: 0.55; BetsNumber: 185; BetsWin:108; BetsDraw: 108; CorrectResults: 68; CorrectDraws: 37; CorrectWins: 31; SUM: 9.31
Liga: LaLiga    ; MinCof: 1.75; DiffDraw: 0.35; DiffWin: 0.55; BetsNumber: 193; BetsWin:108; BetsDraw: 116; CorrectResults: 69; CorrectDraws: 38; CorrectWins: 31; SUM: 4.55
Liga: LaLiga    ; MinCof: 1.75; DiffDraw: 0.25; DiffWin: 0.6; BetsNumber: 144; BetsWin:93; BetsDraw: 79; CorrectResults: 59; CorrectDraws: 31; CorrectWins: 28; SUM: 23.43
Liga: LaLiga    ; MinCof: 1.75; DiffDraw: 0.275; DiffWin: 0.6; BetsNumber: 153; BetsWin:93; BetsDraw: 88; CorrectResults: 61; CorrectDraws: 33; CorrectWins: 28; SUM: 22.16
Liga: LaLiga    ; MinCof: 1.75; DiffDraw: 0.3; DiffWin: 0.6; BetsNumber: 160; BetsWin:93; BetsDraw: 95; CorrectResults: 63; CorrectDraws: 35; CorrectWins: 28; SUM: 22.13
Liga: LaLiga    ; MinCof: 1.75; DiffDraw: 0.325; DiffWin: 0.6; BetsNumber: 173; BetsWin:93; BetsDraw: 108; CorrectResults: 65; CorrectDraws: 37; CorrectWins: 28; SUM: 15.54
Liga: LaLiga    ; MinCof: 1.75; DiffDraw: 0.35; DiffWin: 0.6; BetsNumber: 181; BetsWin:93; BetsDraw: 116; CorrectResults: 66; CorrectDraws: 38; CorrectWins: 28; SUM: 10.78
