Liga: Serie_A   ; MinCof: 1.65; DiffDraw: 0.45; DiffWin: 0.5; BetsNumber: 245; BetsWin:77; BetsDraw: 189; CorrectResults: 84; CorrectDraws: 59; CorrectWins: 25; SUM: 14.87
Liga: Serie_A   ; MinCof: 1.7; DiffDraw: 0.5; DiffWin: 0.55; BetsNumber: 245; BetsWin:62; BetsDraw: 200; CorrectResults: 84; CorrectDraws: 64; CorrectWins: 20; SUM: 20.93
Liga: Serie_A   ; MinCof: 1.7; DiffDraw: 0.525; DiffWin: 0.55; BetsNumber: 253; BetsWin:62; BetsDraw: 208; CorrectResults: 85; CorrectDraws: 65; CorrectWins: 20; SUM: 17.85
Liga: Serie_A   ; MinCof: 1.7; DiffDraw: 0.55; DiffWin: 0.55; BetsNumber: 262; BetsWin:62; BetsDraw: 217; CorrectResults: 88; CorrectDraws: 68; CorrectWins: 20; SUM: 19.68
Liga: Serie_A   ; MinCof: 1.7; DiffDraw: 0.45; DiffWin: 0.6; BetsNumber: 224; BetsWin:50; BetsDraw: 189; CorrectResults: 76; CorrectDraws: 59; CorrectWins: 17; SUM: 19.52
Liga: Serie_A   ; MinCof: 1.7; DiffDraw: 0.475; DiffWin: 0.6; BetsNumber: 232; BetsWin:50; BetsDraw: 197; CorrectResults: 79; CorrectDraws: 62; CorrectWins: 17; SUM: 20.92
Liga: Serie_A   ; MinCof: 1.7; DiffDraw: 0.5; DiffWin: 0.6; BetsNumber: 235; BetsWin:50; BetsDraw: 200; CorrectResults: 81; CorrectDraws: 64; CorrectWins: 17; SUM: 25.34
Liga: Serie_A   ; MinCof: 1.7; DiffDraw: 0.525; DiffWin: 0.6; BetsNumber: 243; BetsWin:50; BetsDraw: 208; CorrectResults: 82; CorrectDraws: 65; CorrectWins: 17; SUM: 22.26
Liga: Serie_A   ; MinCof: 1.7; DiffDraw: 0.55; DiffWin: 0.6; BetsNumber: 252; BetsWin:50; BetsDraw: 217; CorrectResults: 85; CorrectDraws: 68; CorrectWins: 17; SUM: 24.09
Liga: Serie_A   ; MinCof: 1.7; DiffDraw: 0.45; DiffWin: 0.65; BetsNumber: 216; BetsWin:39; BetsDraw: 189; CorrectResults: 73; CorrectDraws: 59; CorrectWins: 14; SUM: 20.99
Liga: Serie_A   ; MinCof: 1.7; DiffDraw: 0.475; DiffWin: 0.65; BetsNumber: 224; BetsWin:39; BetsDraw: 197; CorrectResults: 76; CorrectDraws: 62; CorrectWins: 14; SUM: 22.39
Liga: Serie_A   ; MinCof: 1.7; DiffDraw: 0.5; DiffWin: 0.65; BetsNumber: 227; BetsWin:39; BetsDraw: 200; CorrectResults: 78; CorrectDraws: 64; CorrectWins: 14; SUM: 26.81
Liga: Serie_A   ; MinCof: 1.7; DiffDraw: 0.525; DiffWin: 0.65; BetsNumber: 235; BetsWin:39; BetsDraw: 208; CorrectResults: 79; CorrectDraws: 65; CorrectWins: 14; SUM: 23.73
Liga: Serie_A   ; MinCof: 1.7; DiffDraw: 0.55; DiffWin: 0.65; BetsNumber: 244; BetsWin:39; BetsDraw: 217; CorrectResults: 82; CorrectDraws: 68; CorrectWins: 14; SUM: 25.56
Liga: Serie_A   ; MinCof: 1.7; DiffDraw: 0.45; DiffWin: 0.7; BetsNumber: 211; BetsWin:32; BetsDraw: 189; CorrectResults: 71; CorrectDraws: 59; CorrectWins: 12; SUM: 21.97
Liga: Serie_A   ; MinCof: 1.7; DiffDraw: 0.475; DiffWin: 0.7; BetsNumber: 219; BetsWin:32; BetsDraw: 197; CorrectResults: 74; CorrectDraws: 62; CorrectWins: 12; SUM: 23.37
Liga: Serie_A   ; MinCof: 1.7; DiffDraw: 0.5; DiffWin: 0.7; BetsNumber: 222; BetsWin:32; BetsDraw: 200; CorrectResults: 76; CorrectDraws: 64; CorrectWins: 12; SUM: 27.79
Liga: Serie_A   ; MinCof: 1.7; DiffDraw: 0.525; DiffWin: 0.7; BetsNumber: 230; BetsWin:32; BetsDraw: 208; CorrectResults: 77; CorrectDraws: 65; CorrectWins: 12; SUM: 24.71
Liga: Serie_A   ; MinCof: 1.7; DiffDraw: 0.55; DiffWin: 0.7; BetsNumber: 239; BetsWin:32; BetsDraw: 217; CorrectResults: 80; CorrectDraws: 68; CorrectWins: 12; SUM: 26.54
Liga: Serie_A   ; MinCof: 1.7; DiffDraw: 0.45; DiffWin: 0.75; BetsNumber: 209; BetsWin:30; BetsDraw: 189; CorrectResults: 71; CorrectDraws: 59; CorrectWins: 12; SUM: 23.97
Liga: Serie_A   ; MinCof: 1.7; DiffDraw: 0.475; DiffWin: 0.75; BetsNumber: 217; BetsWin:30; BetsDraw: 197; CorrectResults: 74; CorrectDraws: 62; CorrectWins: 12; SUM: 25.37
Liga: Serie_A   ; MinCof: 1.7; DiffDraw: 0.5; DiffWin: 0.75; BetsNumber: 220; BetsWin:30; BetsDraw: 200; CorrectResults: 76; CorrectDraws: 64; CorrectWins: 12; SUM: 29.79
Liga: Serie_A   ; MinCof: 1.7; DiffDraw: 0.525; DiffWin: 0.75; BetsNumber: 228; BetsWin:30; BetsDraw: 208; CorrectResults: 77; CorrectDraws: 65; CorrectWins: 12; SUM: 26.71
Liga: Serie_A   ; MinCof: 1.7; DiffDraw: 0.55; DiffWin: 0.75; BetsNumber: 237; BetsWin:30; BetsDraw: 217; CorrectResults: 80; CorrectDraws: 68; CorrectWins: 12; SUM: 28.54
Liga: Serie_A   ; MinCof: 1.7; DiffDraw: 0.45; DiffWin: 0.8; BetsNumber: 204; BetsWin:24; BetsDraw: 189; CorrectResults: 70; CorrectDraws: 59; CorrectWins: 11; SUM: 25.85
Liga: Serie_A   ; MinCof: 1.7; DiffDraw: 0.475; DiffWin: 0.8; BetsNumber: 212; BetsWin:24; BetsDraw: 197; CorrectResults: 73; CorrectDraws: 62; CorrectWins: 11; SUM: 27.25
Liga: Serie_A   ; MinCof: 1.7; DiffDraw: 0.5; DiffWin: 0.8; BetsNumber: 215; BetsWin:24; BetsDraw: 200; CorrectResults: 75; CorrectDraws: 64; CorrectWins: 11; SUM: 31.67
Liga: Serie_A   ; MinCof: 1.7; DiffDraw: 0.525; DiffWin: 0.8; BetsNumber: 223; BetsWin:24; BetsDraw: 208; CorrectResults: 76; CorrectDraws: 65; CorrectWins: 11; SUM: 28.59
Liga: Serie_A   ; MinCof: 1.7; DiffDraw: 0.55; DiffWin: 0.8; BetsNumber: 232; BetsWin:24; BetsDraw: 217; CorrectResults: 79; CorrectDraws: 68; CorrectWins: 11; SUM: 30.42
Liga: Serie_A   ; MinCof: 1.7; DiffDraw: 0.45; DiffWin: 0.85; BetsNumber: 203; BetsWin:23; BetsDraw: 189; CorrectResults: 70; CorrectDraws: 59; CorrectWins: 11; SUM: 26.85
Liga: Serie_A   ; MinCof: 1.7; DiffDraw: 0.475; DiffWin: 0.85; BetsNumber: 211; BetsWin:23; BetsDraw: 197; CorrectResults: 73; CorrectDraws: 62; CorrectWins: 11; SUM: 28.25
Liga: Serie_A   ; MinCof: 1.7; DiffDraw: 0.5; DiffWin: 0.85; BetsNumber: 214; BetsWin:23; BetsDraw: 200; CorrectResults: 75; CorrectDraws: 64; CorrectWins: 11; SUM: 32.67
Liga: Serie_A   ; MinCof: 1.7; DiffDraw: 0.525; DiffWin: 0.85; BetsNumber: 222; BetsWin:23; BetsDraw: 208; CorrectResults: 76; CorrectDraws: 65; CorrectWins: 11; SUM: 29.59
Liga: Serie_A   ; MinCof: 1.7; DiffDraw: 0.55; DiffWin: 0.85; BetsNumber: 231; BetsWin:23; BetsDraw: 217; CorrectResults: 79; CorrectDraws: 68; CorrectWins: 11; SUM: 31.42
Liga: Serie_A   ; MinCof: 1.7; DiffDraw: 0.45; DiffWin: 0.9; BetsNumber: 202; BetsWin:22; BetsDraw: 189; CorrectResults: 70; CorrectDraws: 59; CorrectWins: 11; SUM: 27.85
Liga: Serie_A   ; MinCof: 1.7; DiffDraw: 0.475; DiffWin: 0.9; BetsNumber: 210; BetsWin:22; BetsDraw: 197; CorrectResults: 73; CorrectDraws: 62; CorrectWins: 11; SUM: 29.25
Liga: Serie_A   ; MinCof: 1.7; DiffDraw: 0.5; DiffWin: 0.9; BetsNumber: 213; BetsWin:22; BetsDraw: 200; CorrectResults: 75; CorrectDraws: 64; CorrectWins: 11; SUM: 33.67
Liga: Serie_A   ; MinCof: 1.7; DiffDraw: 0.525; DiffWin: 0.9; BetsNumber: 221; BetsWin:22; BetsDraw: 208; CorrectResults: 76; CorrectDraws: 65; CorrectWins: 11; SUM: 30.59
Liga: Serie_A   ; MinCof: 1.7; DiffDraw: 0.55; DiffWin: 0.9; BetsNumber: 230; BetsWin:22; BetsDraw: 217; CorrectResults: 79; CorrectDraws: 68; CorrectWins: 11; SUM: 32.42
Liga: Serie_A   ; MinCof: 1.7; DiffDraw: 0.45; DiffWin: 0.95; BetsNumber: 196; BetsWin:11; BetsDraw: 189; CorrectResults: 65; CorrectDraws: 59; CorrectWins: 6; SUM: 22.29
Liga: Serie_A   ; MinCof: 1.7; DiffDraw: 0.475; DiffWin: 0.95; BetsNumber: 204; BetsWin:11; BetsDraw: 197; CorrectResults: 68; CorrectDraws: 62; CorrectWins: 6; SUM: 23.69
Liga: Serie_A   ; MinCof: 1.7; DiffDraw: 0.5; DiffWin: 0.95; BetsNumber: 207; BetsWin:11; BetsDraw: 200; CorrectResults: 70; CorrectDraws: 64; CorrectWins: 6; SUM: 28.11
Liga: Serie_A   ; MinCof: 1.7; DiffDraw: 0.525; DiffWin: 0.95; BetsNumber: 215; BetsWin:11; BetsDraw: 208; CorrectResults: 71; CorrectDraws: 65; CorrectWins: 6; SUM: 25.03
Liga: Serie_A   ; MinCof: 1.7; DiffDraw: 0.55; DiffWin: 0.95; BetsNumber: 224; BetsWin:11; BetsDraw: 217; CorrectResults: 74; CorrectDraws: 68; CorrectWins: 6; SUM: 26.86
Liga: Serie_A   ; MinCof: 1.7; DiffDraw: 0.45; DiffWin: 1; BetsNumber: 193; BetsWin:5; BetsDraw: 189; CorrectResults: 62; CorrectDraws: 59; CorrectWins: 3; SUM: 19.31
Liga: Serie_A   ; MinCof: 1.7; DiffDraw: 0.475; DiffWin: 1; BetsNumber: 201; BetsWin:5; BetsDraw: 197; CorrectResults: 65; CorrectDraws: 62; CorrectWins: 3; SUM: 20.71
Liga: Serie_A   ; MinCof: 1.7; DiffDraw: 0.5; DiffWin: 1; BetsNumber: 204; BetsWin:5; BetsDraw: 200; CorrectResults: 67; CorrectDraws: 64; CorrectWins: 3; SUM: 25.13
Liga: Serie_A   ; MinCof: 1.7; DiffDraw: 0.525; DiffWin: 1; BetsNumber: 212; BetsWin:5; BetsDraw: 208; CorrectResults: 68; CorrectDraws: 65; CorrectWins: 3; SUM: 22.05
Liga: Serie_A   ; MinCof: 1.7; DiffDraw: 0.55; DiffWin: 1; BetsNumber: 221; BetsWin:5; BetsDraw: 217; CorrectResults: 71; CorrectDraws: 68; CorrectWins: 3; SUM: 23.88
Liga: Serie_A   ; MinCof: 1.7; DiffDraw: 0.45; DiffWin: 1.05; BetsNumber: 191; BetsWin:3; BetsDraw: 189; CorrectResults: 61; CorrectDraws: 59; CorrectWins: 2; SUM: 17.8
Liga: Serie_A   ; MinCof: 1.7; DiffDraw: 0.475; DiffWin: 1.05; BetsNumber: 199; BetsWin:3; BetsDraw: 197; CorrectResults: 64; CorrectDraws: 62; CorrectWins: 2; SUM: 19.2
Liga: Serie_A   ; MinCof: 1.7; DiffDraw: 0.5; DiffWin: 1.05; BetsNumber: 202; BetsWin:3; BetsDraw: 200; CorrectResults: 66; CorrectDraws: 64; CorrectWins: 2; SUM: 23.62
Liga: Serie_A   ; MinCof: 1.7; DiffDraw: 0.525; DiffWin: 1.05; BetsNumber: 210; BetsWin:3; BetsDraw: 208; CorrectResults: 67; CorrectDraws: 65; CorrectWins: 2; SUM: 20.54
Liga: Serie_A   ; MinCof: 1.7; DiffDraw: 0.55; DiffWin: 1.05; BetsNumber: 219; BetsWin:3; BetsDraw: 217; CorrectResults: 70; CorrectDraws: 68; CorrectWins: 2; SUM: 22.37
Liga: Serie_A   ; MinCof: 1.7; DiffDraw: 0.45; DiffWin: 1.1; BetsNumber: 191; BetsWin:3; BetsDraw: 189; CorrectResults: 61; CorrectDraws: 59; CorrectWins: 2; SUM: 17.8
Liga: Serie_A   ; MinCof: 1.7; DiffDraw: 0.475; DiffWin: 1.1; BetsNumber: 199; BetsWin:3; BetsDraw: 197; CorrectResults: 64; CorrectDraws: 62; CorrectWins: 2; SUM: 19.2
Liga: Serie_A   ; MinCof: 1.7; DiffDraw: 0.5; DiffWin: 1.1; BetsNumber: 202; BetsWin:3; BetsDraw: 200; CorrectResults: 66; CorrectDraws: 64; CorrectWins: 2; SUM: 23.62
Liga: Serie_A   ; MinCof: 1.7; DiffDraw: 0.525; DiffWin: 1.1; BetsNumber: 210; BetsWin:3; BetsDraw: 208; CorrectResults: 67; CorrectDraws: 65; CorrectWins: 2; SUM: 20.54
Liga: Serie_A   ; MinCof: 1.7; DiffDraw: 0.55; DiffWin: 1.1; BetsNumber: 219; BetsWin:3; BetsDraw: 217; CorrectResults: 70; CorrectDraws: 68; CorrectWins: 2; SUM: 22.37
Liga: Serie_A   ; MinCof: 1.7; DiffDraw: 0.45; DiffWin: 1.15; BetsNumber: 191; BetsWin:3; BetsDraw: 189; CorrectResults: 61; CorrectDraws: 59; CorrectWins: 2; SUM: 17.8
Liga: Serie_A   ; MinCof: 1.7; DiffDraw: 0.475; DiffWin: 1.15; BetsNumber: 199; BetsWin:3; BetsDraw: 197; CorrectResults: 64; CorrectDraws: 62; CorrectWins: 2; SUM: 19.2
Liga: Serie_A   ; MinCof: 1.7; DiffDraw: 0.5; DiffWin: 1.15; BetsNumber: 202; BetsWin:3; BetsDraw: 200; CorrectResults: 66; CorrectDraws: 64; CorrectWins: 2; SUM: 23.62
Liga: Serie_A   ; MinCof: 1.7; DiffDraw: 0.525; DiffWin: 1.15; BetsNumber: 210; BetsWin:3; BetsDraw: 208; CorrectResults: 67; CorrectDraws: 65; CorrectWins: 2; SUM: 20.54
Liga: Serie_A   ; MinCof: 1.7; DiffDraw: 0.55; DiffWin: 1.15; BetsNumber: 219; BetsWin:3; BetsDraw: 217; CorrectResults: 70; CorrectDraws: 68; CorrectWins: 2; SUM: 22.37
Liga: Serie_A   ; MinCof: 1.7; DiffDraw: 0.45; DiffWin: 1.2; BetsNumber: 191; BetsWin:3; BetsDraw: 189; CorrectResults: 61; CorrectDraws: 59; CorrectWins: 2; SUM: 17.8
Liga: Serie_A   ; MinCof: 1.7; DiffDraw: 0.475; DiffWin: 1.2; BetsNumber: 199; BetsWin:3; BetsDraw: 197; CorrectResults: 64; CorrectDraws: 62; CorrectWins: 2; SUM: 19.2
Liga: Serie_A   ; MinCof: 1.7; DiffDraw: 0.5; DiffWin: 1.2; BetsNumber: 202; BetsWin:3; BetsDraw: 200; CorrectResults: 66; CorrectDraws: 64; CorrectWins: 2; SUM: 23.62
Liga: Serie_A   ; MinCof: 1.7; DiffDraw: 0.525; DiffWin: 1.2; BetsNumber: 210; BetsWin:3; BetsDraw: 208; CorrectResults: 67; CorrectDraws: 65; CorrectWins: 2; SUM: 20.54
Liga: Serie_A   ; MinCof: 1.7; DiffDraw: 0.55; DiffWin: 1.2; BetsNumber: 219; BetsWin:3; BetsDraw: 217; CorrectResults: 70; CorrectDraws: 68; CorrectWins: 2; SUM: 22.37
Liga: Serie_A   ; MinCof: 1.7; DiffDraw: 0.45; DiffWin: 1.25; BetsNumber: 191; BetsWin:3; BetsDraw: 189; CorrectResults: 61; CorrectDraws: 59; CorrectWins: 2; SUM: 17.8
Liga: Serie_A   ; MinCof: 1.7; DiffDraw: 0.475; DiffWin: 1.25; BetsNumber: 199; BetsWin:3; BetsDraw: 197; CorrectResults: 64; CorrectDraws: 62; CorrectWins: 2; SUM: 19.2
Liga: Serie_A   ; MinCof: 1.7; DiffDraw: 0.5; DiffWin: 1.25; BetsNumber: 202; BetsWin:3; BetsDraw: 200; CorrectResults: 66; CorrectDraws: 64; CorrectWins: 2; SUM: 23.62
Liga: Serie_A   ; MinCof: 1.7; DiffDraw: 0.525; DiffWin: 1.25; BetsNumber: 210; BetsWin:3; BetsDraw: 208; CorrectResults: 67; CorrectDraws: 65; CorrectWins: 2; SUM: 20.54
Liga: Serie_A   ; MinCof: 1.7; DiffDraw: 0.55; DiffWin: 1.25; BetsNumber: 219; BetsWin:3; BetsDraw: 217; CorrectResults: 70; CorrectDraws: 68; CorrectWins: 2; SUM: 22.37
Liga: Serie_A   ; MinCof: 1.7; DiffDraw: 0.45; DiffWin: 1.3; BetsNumber: 191; BetsWin:3; BetsDraw: 189; CorrectResults: 61; CorrectDraws: 59; CorrectWins: 2; SUM: 17.8
Liga: Serie_A   ; MinCof: 1.7; DiffDraw: 0.475; DiffWin: 1.3; BetsNumber: 199; BetsWin:3; BetsDraw: 197; CorrectResults: 64; CorrectDraws: 62; CorrectWins: 2; SUM: 19.2
Liga: Serie_A   ; MinCof: 1.7; DiffDraw: 0.5; DiffWin: 1.3; BetsNumber: 202; BetsWin:3; BetsDraw: 200; CorrectResults: 66; CorrectDraws: 64; CorrectWins: 2; SUM: 23.62
Liga: Serie_A   ; MinCof: 1.7; DiffDraw: 0.525; DiffWin: 1.3; BetsNumber: 210; BetsWin:3; BetsDraw: 208; CorrectResults: 67; CorrectDraws: 65; CorrectWins: 2; SUM: 20.54
Liga: Serie_A   ; MinCof: 1.7; DiffDraw: 0.55; DiffWin: 1.3; BetsNumber: 219; BetsWin:3; BetsDraw: 217; CorrectResults: 70; CorrectDraws: 68; CorrectWins: 2; SUM: 22.37
Liga: Serie_A   ; MinCof: 1.7; DiffDraw: 0.45; DiffWin: 1.35; BetsNumber: 191; BetsWin:3; BetsDraw: 189; CorrectResults: 61; CorrectDraws: 59; CorrectWins: 2; SUM: 17.8
Liga: Serie_A   ; MinCof: 1.7; DiffDraw: 0.475; DiffWin: 1.35; BetsNumber: 199; BetsWin:3; BetsDraw: 197; CorrectResults: 64; CorrectDraws: 62; CorrectWins: 2; SUM: 19.2
Liga: Serie_A   ; MinCof: 1.7; DiffDraw: 0.5; DiffWin: 1.35; BetsNumber: 202; BetsWin:3; BetsDraw: 200; CorrectResults: 66; CorrectDraws: 64; CorrectWins: 2; SUM: 23.62
Liga: Serie_A   ; MinCof: 1.7; DiffDraw: 0.525; DiffWin: 1.35; BetsNumber: 210; BetsWin:3; BetsDraw: 208; CorrectResults: 67; CorrectDraws: 65; CorrectWins: 2; SUM: 20.54
Liga: Serie_A   ; MinCof: 1.7; DiffDraw: 0.55; DiffWin: 1.35; BetsNumber: 219; BetsWin:3; BetsDraw: 217; CorrectResults: 70; CorrectDraws: 68; CorrectWins: 2; SUM: 22.37
Liga: Serie_A   ; MinCof: 1.7; DiffDraw: 0.45; DiffWin: 1.4; BetsNumber: 191; BetsWin:3; BetsDraw: 189; CorrectResults: 61; CorrectDraws: 59; CorrectWins: 2; SUM: 17.8
Liga: Serie_A   ; MinCof: 1.7; DiffDraw: 0.475; DiffWin: 1.4; BetsNumber: 199; BetsWin:3; BetsDraw: 197; CorrectResults: 64; CorrectDraws: 62; CorrectWins: 2; SUM: 19.2
Liga: Serie_A   ; MinCof: 1.7; DiffDraw: 0.5; DiffWin: 1.4; BetsNumber: 202; BetsWin:3; BetsDraw: 200; CorrectResults: 66; CorrectDraws: 64; CorrectWins: 2; SUM: 23.62
Liga: Serie_A   ; MinCof: 1.7; DiffDraw: 0.525; DiffWin: 1.4; BetsNumber: 210; BetsWin:3; BetsDraw: 208; CorrectResults: 67; CorrectDraws: 65; CorrectWins: 2; SUM: 20.54
Liga: Serie_A   ; MinCof: 1.7; DiffDraw: 0.55; DiffWin: 1.4; BetsNumber: 219; BetsWin:3; BetsDraw: 217; CorrectResults: 70; CorrectDraws: 68; CorrectWins: 2; SUM: 22.37
Liga: Serie_A   ; MinCof: 1.7; DiffDraw: 0.45; DiffWin: 1.45; BetsNumber: 190; BetsWin:1; BetsDraw: 189; CorrectResults: 60; CorrectDraws: 59; CorrectWins: 1; SUM: 16.91
Liga: Serie_A   ; MinCof: 1.7; DiffDraw: 0.475; DiffWin: 1.45; BetsNumber: 198; BetsWin:1; BetsDraw: 197; CorrectResults: 63; CorrectDraws: 62; CorrectWins: 1; SUM: 18.31
Liga: Serie_A   ; MinCof: 1.7; DiffDraw: 0.5; DiffWin: 1.45; BetsNumber: 201; BetsWin:1; BetsDraw: 200; CorrectResults: 65; CorrectDraws: 64; CorrectWins: 1; SUM: 22.73
Liga: Serie_A   ; MinCof: 1.7; DiffDraw: 0.525; DiffWin: 1.45; BetsNumber: 209; BetsWin:1; BetsDraw: 208; CorrectResults: 66; CorrectDraws: 65; CorrectWins: 1; SUM: 19.65
Liga: Serie_A   ; MinCof: 1.7; DiffDraw: 0.55; DiffWin: 1.45; BetsNumber: 218; BetsWin:1; BetsDraw: 217; CorrectResults: 69; CorrectDraws: 68; CorrectWins: 1; SUM: 21.48
Liga: Serie_A   ; MinCof: 1.7; DiffDraw: 0.45; DiffWin: 1.5; BetsNumber: 190; BetsWin:1; BetsDraw: 189; CorrectResults: 60; CorrectDraws: 59; CorrectWins: 1; SUM: 16.91
Liga: Serie_A   ; MinCof: 1.7; DiffDraw: 0.475; DiffWin: 1.5; BetsNumber: 198; BetsWin:1; BetsDraw: 197; CorrectResults: 63; CorrectDraws: 62; CorrectWins: 1; SUM: 18.31
Liga: Serie_A   ; MinCof: 1.7; DiffDraw: 0.5; DiffWin: 1.5; BetsNumber: 201; BetsWin:1; BetsDraw: 200; CorrectResults: 65; CorrectDraws: 64; CorrectWins: 1; SUM: 22.73
Liga: Serie_A   ; MinCof: 1.7; DiffDraw: 0.525; DiffWin: 1.5; BetsNumber: 209; BetsWin:1; BetsDraw: 208; CorrectResults: 66; CorrectDraws: 65; CorrectWins: 1; SUM: 19.65
Liga: Serie_A   ; MinCof: 1.7; DiffDraw: 0.55; DiffWin: 1.5; BetsNumber: 218; BetsWin:1; BetsDraw: 217; CorrectResults: 69; CorrectDraws: 68; CorrectWins: 1; SUM: 21.48
Liga: Serie_A   ; MinCof: 1.7; DiffDraw: 0.45; DiffWin: 1.55; BetsNumber: 190; BetsWin:1; BetsDraw: 189; CorrectResults: 60; CorrectDraws: 59; CorrectWins: 1; SUM: 16.91
Liga: Serie_A   ; MinCof: 1.7; DiffDraw: 0.475; DiffWin: 1.55; BetsNumber: 198; BetsWin:1; BetsDraw: 197; CorrectResults: 63; CorrectDraws: 62; CorrectWins: 1; SUM: 18.31
Liga: Serie_A   ; MinCof: 1.7; DiffDraw: 0.5; DiffWin: 1.55; BetsNumber: 201; BetsWin:1; BetsDraw: 200; CorrectResults: 65; CorrectDraws: 64; CorrectWins: 1; SUM: 22.73
Liga: Serie_A   ; MinCof: 1.7; DiffDraw: 0.525; DiffWin: 1.55; BetsNumber: 209; BetsWin:1; BetsDraw: 208; CorrectResults: 66; CorrectDraws: 65; CorrectWins: 1; SUM: 19.65
Liga: Serie_A   ; MinCof: 1.7; DiffDraw: 0.55; DiffWin: 1.55; BetsNumber: 218; BetsWin:1; BetsDraw: 217; CorrectResults: 69; CorrectDraws: 68; CorrectWins: 1; SUM: 21.48
Liga: Serie_A   ; MinCof: 1.7; DiffDraw: 0.45; DiffWin: 1.6; BetsNumber: 190; BetsWin:1; BetsDraw: 189; CorrectResults: 60; CorrectDraws: 59; CorrectWins: 1; SUM: 16.91
Liga: Serie_A   ; MinCof: 1.7; DiffDraw: 0.475; DiffWin: 1.6; BetsNumber: 198; BetsWin:1; BetsDraw: 197; CorrectResults: 63; CorrectDraws: 62; CorrectWins: 1; SUM: 18.31
Liga: Serie_A   ; MinCof: 1.7; DiffDraw: 0.5; DiffWin: 1.6; BetsNumber: 201; BetsWin:1; BetsDraw: 200; CorrectResults: 65; CorrectDraws: 64; CorrectWins: 1; SUM: 22.73
Liga: Serie_A   ; MinCof: 1.7; DiffDraw: 0.525; DiffWin: 1.6; BetsNumber: 209; BetsWin:1; BetsDraw: 208; CorrectResults: 66; CorrectDraws: 65; CorrectWins: 1; SUM: 19.65
Liga: Serie_A   ; MinCof: 1.7; DiffDraw: 0.55; DiffWin: 1.6; BetsNumber: 218; BetsWin:1; BetsDraw: 217; CorrectResults: 69; CorrectDraws: 68; CorrectWins: 1; SUM: 21.48
Liga: Serie_A   ; MinCof: 1.75; DiffDraw: 0.45; DiffWin: 0.5; BetsNumber: 240; BetsWin:70; BetsDraw: 189; CorrectResults: 82; CorrectDraws: 59; CorrectWins: 23; SUM: 16.42
Liga: Serie_A   ; MinCof: 1.75; DiffDraw: 0.475; DiffWin: 0.5; BetsNumber: 248; BetsWin:70; BetsDraw: 197; CorrectResults: 85; CorrectDraws: 62; CorrectWins: 23; SUM: 17.82
Liga: Serie_A   ; MinCof: 1.75; DiffDraw: 0.5; DiffWin: 0.5; BetsNumber: 251; BetsWin:70; BetsDraw: 200; CorrectResults: 87; CorrectDraws: 64; CorrectWins: 23; SUM: 22.24
Liga: Serie_A   ; MinCof: 1.75; DiffDraw: 0.525; DiffWin: 0.5; BetsNumber: 259; BetsWin:70; BetsDraw: 208; CorrectResults: 88; CorrectDraws: 65; CorrectWins: 23; SUM: 19.16
Liga: Serie_A   ; MinCof: 1.75; DiffDraw: 0.55; DiffWin: 0.5; BetsNumber: 268; BetsWin:70; BetsDraw: 217; CorrectResults: 91; CorrectDraws: 68; CorrectWins: 23; SUM: 20.99
Liga: Serie_A   ; MinCof: 1.75; DiffDraw: 0.45; DiffWin: 0.55; BetsNumber: 230; BetsWin:56; BetsDraw: 189; CorrectResults: 77; CorrectDraws: 59; CorrectWins: 18; SUM: 15.66
Liga: Serie_A   ; MinCof: 1.75; DiffDraw: 0.475; DiffWin: 0.55; BetsNumber: 238; BetsWin:56; BetsDraw: 197; CorrectResults: 80; CorrectDraws: 62; CorrectWins: 18; SUM: 17.06
Liga: Serie_A   ; MinCof: 1.75; DiffDraw: 0.5; DiffWin: 0.55; BetsNumber: 241; BetsWin:56; BetsDraw: 200; CorrectResults: 82; CorrectDraws: 64; CorrectWins: 18; SUM: 21.48
Liga: Serie_A   ; MinCof: 1.75; DiffDraw: 0.525; DiffWin: 0.55; BetsNumber: 249; BetsWin:56; BetsDraw: 208; CorrectResults: 83; CorrectDraws: 65; CorrectWins: 18; SUM: 18.4
Liga: Serie_A   ; MinCof: 1.75; DiffDraw: 0.55; DiffWin: 0.55; BetsNumber: 258; BetsWin:56; BetsDraw: 217; CorrectResults: 86; CorrectDraws: 68; CorrectWins: 18; SUM: 20.23
Liga: Serie_A   ; MinCof: 1.75; DiffDraw: 0.45; DiffWin: 0.6; BetsNumber: 220; BetsWin:44; BetsDraw: 189; CorrectResults: 74; CorrectDraws: 59; CorrectWins: 15; SUM: 20.07
Liga: Serie_A   ; MinCof: 1.75; DiffDraw: 0.475; DiffWin: 0.6; BetsNumber: 228; BetsWin:44; BetsDraw: 197; CorrectResults: 77; CorrectDraws: 62; CorrectWins: 15; SUM: 21.47
Liga: Serie_A   ; MinCof: 1.75; DiffDraw: 0.5; DiffWin: 0.6; BetsNumber: 231; BetsWin:44; BetsDraw: 200; CorrectResults: 79; CorrectDraws: 64; CorrectWins: 15; SUM: 25.89
Liga: Serie_A   ; MinCof: 1.75; DiffDraw: 0.525; DiffWin: 0.6; BetsNumber: 239; BetsWin:44; BetsDraw: 208; CorrectResults: 80; CorrectDraws: 65; CorrectWins: 15; SUM: 22.81
